name,strand,pos,count,pred_mean_scaled,std_dev_scal,max_scaled,min_scaled,pval_top,pval_bottom,zscore_scal,scal_factor_l,scal_factor_r
AHR,Diff,-19.5,10.0,14.437456212411574,3.4586310876579693,28.415253905763784,3.342971047736916,0.9258,0.0742,-1.283009404201421,0.8357427619342289,0.7602006516005585
AHR,Diff,-18.5,12.0,13.033324798086248,3.3011261672890337,26.743768381895325,2.507228285802687,0.5944,0.4056,-0.3130219038619229,0.8357427619342289,0.7602006516005585
AHR,Diff,-17.5,14.0,13.232900169636094,3.2949044320891514,27.579511143829556,3.342971047736916,0.4144,0.5856,0.2328139847275351,0.8357427619342289,0.7602006516005585
AHR,Diff,-16.5,13.0,13.785493283826892,3.416710759869275,30.92248219156647,3.342971047736916,0.5791,0.4209,-0.229897506345269,0.8357427619342289,0.7602006516005585
AHR,Diff,-15.5,10.0,13.881018681515936,3.405109288327489,29.25099666769801,3.342971047736916,0.9023,0.0977,-1.1397633238028726,0.8357427619342289,0.7602006516005585
AHR,Diff,-14.5,11.0,15.240605006630238,3.535349292450885,29.25099666769801,4.1787138096711445,0.8752,0.1248,-1.1994868553683833,0.8357427619342289,0.7602006516005585
AHR,Diff,-13.5,14.0,15.367721480720435,3.6055825392362326,31.758224953500697,4.1787138096711445,0.6569,0.3431,-0.3793343975508668,0.8357427619342289,0.7602006516005585
AHR,Diff,-12.5,12.0,15.058245935976238,3.5719483199874262,30.92248219156647,3.342971047736916,0.7948,0.2052,-0.8561842616835003,0.8357427619342289,0.7602006516005585
AHR,Diff,-11.5,13.0,13.987074438005378,3.444188615478246,29.25099666769801,3.342971047736916,0.6059,0.3941,-0.2865912840205254,0.8357427619342289,0.7602006516005585
AHR,Diff,-10.5,26.0,13.86371880634389,3.4293827733722213,28.415253905763784,1.6714855238684578,0.0008,0.9992,3.538911224594275,0.8357427619342289,0.7602006516005585
AHR,Diff,-9.5,10.0,14.403525056277084,3.499758034480531,29.25099666769801,3.342971047736916,0.9216,0.0784,-1.2582370014252893,0.8357427619342289,0.7602006516005585
AHR,Diff,-8.5,24.0,15.139229409607632,3.563025507926726,32.59396771543493,2.507228285802687,0.011,0.989,2.486867009004787,0.8357427619342289,0.7602006516005585
AHR,Diff,-7.5,19.0,16.569686720934012,3.71860528453022,33.42971047736916,5.014456571605374,0.2637,0.7363,0.6535550542357336,0.8357427619342289,0.7602006516005585
AHR,Diff,-6.5,15.0,17.21421153893764,3.8068031016488586,35.936938763171845,4.1787138096711445,0.7489,0.2511,-0.5816459320937671,0.8357427619342289,0.7602006516005585
AHR,Diff,-5.5,17.0,16.187250833072987,3.7134200460148543,32.59396771543493,5.850199333539602,0.3839,0.6161,0.2188680937348754,0.8357427619342289,0.7602006516005585
AHR,Diff,-4.5,10.0,15.7082866562086,3.662493415427241,30.92248219156647,4.1787138096711445,0.9602,0.0398,-1.5585793630660036,0.8357427619342289,0.7602006516005585
AHR,Diff,-3.5,17.0,10.770885567254595,2.9929970133524844,23.40079733415841,1.6714855238684578,0.023,0.977,2.081229751608367,0.8357427619342289,0.7602006516005585
AHR,Diff,-2.5,5.0,4.755292741128965,1.962499367720853,13.371884190947664,0.0,0.5044,0.4956,0.1246916369866318,0.8357427619342289,0.7602006516005585
AHR,Diff,-1.5,2.0,3.560013443010808,1.7023878687424487,11.700398667079204,0.0,0.7985,0.2015,-0.9163678094386442,0.8357427619342289,0.7602006516005585
AHR,Diff,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8357427619342289,0.7602006516005585
AHR,Diff,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8357427619342289,0.7602006516005585
AHR,Diff,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8357427619342289,0.7602006516005585
AHR,Diff,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8357427619342289,0.7602006516005585
AHR,Diff,3.5,13.0,20.326245022495616,3.923594325231024,37.24983192842737,6.841805864405027,0.9693,0.0307,-1.86722795818016,0.8357427619342289,0.7602006516005585
AHR,Diff,4.5,5.0,8.077131923255973,2.4703867376468205,18.244815638413403,0.7602006516005585,0.9093,0.0907,-1.2456073679141846,0.8357427619342289,0.7602006516005585
AHR,Diff,5.5,17.0,9.422154936132836,2.654858296545698,21.28561824481564,1.520401303201117,0.0036,0.9964,2.8543312729242665,0.8357427619342289,0.7602006516005585
