SIGNIFICANCE ANALYSIS FOR NFY

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		2		0.0		9		28.858427693901426		-4.759524955960747

SIGNIFICANT POSITIONS - ENRICHMENT
0.5	0.0	Diff	28.858427693901426
2.5	0.0	Diff	4.308954829791144

SIGNIFICANT POSITIONS - PROTECTION
-6.5	0.0	Same	-2.6919169599639723
-1.5	0.0	Same	-4.759524955960747
2.5	0.018222222222222223	Same	-3.742941860008186
3.5	0.029818181818181817	Same	-2.4142940324563664
-3.5	0.018222222222222223	Diff	-3.0477463288325857
4.5	0.0	Diff	-4.069670132605443
6.5	0.0	Diff	-3.2291730870562776
11.5	0.0	Diff	-3.2067690244344256
12.5	0.0246	Diff	-2.9142141408898206
