SIGNIFICANCE ANALYSIS FOR ETS_1

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		11		0.0		8		38.49774169109444		-4.339655621665801

SIGNIFICANT POSITIONS - ENRICHMENT
-9.5	0.031538461538461536	Same	2.6222002594861857
-5.5	0.027333333333333334	Same	2.391740260871218
-1.5	0.027333333333333334	Same	2.7052752645440474
-6.5	0.0	Diff	3.273174613154568
-5.5	0.0082	Diff	2.8668805151492305
-2.5	0.0	Diff	5.94693154953533
-0.5	0.0	Diff	9.46143360523658
0.5	0.0	Diff	11.626543920770139
3.5	0.0	Diff	38.49774169109444
4.5	0.0	Diff	4.157099621540846
12.5	0.0082	Diff	2.733771569133273

SIGNIFICANT POSITIONS - PROTECTION
2.5	0.0	Same	-3.570734714810941
3.5	0.0	Same	-4.339655621665801
4.5	0.041	Same	-2.6453618619472046
10.5	0.04555555555555556	Same	-2.648879752840004
14.5	0.0492	Same	-2.4974025248270437
-10.5	0.041	Diff	-2.7519661605860795
1.5	0.0	Diff	-4.295315992863603
2.5	0.0	Diff	-3.7733528183227603
