,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
0,-19.5,390.9971575471304,Same,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,1.0,0.0,0.0,-50002842452.86957
1,-18.5,406.63704384901564,Same,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,1.0,0.0,0.0,-16362956150.984358
2,-17.5,390.9971575471304,Same,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,1.0,0.0,0.0,-5002842452.869572
3,-16.5,383.6372110521256,Same,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,1.0,0.0,0.0,-40362788947.874374
4,-15.5,422.27693015090085,Same,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,0.0,1.0,0.0,50276930150.90085
5,-14.5,390.9971575471304,Same,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,1.0,0.0,0.0,-14002842452.869572
6,-13.5,367.9973247502404,Same,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,1.0,0.0,0.0,-24002675249.75959
7,-12.5,368.917318062116,Same,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,1.0,0.0,0.0,-26082681937.883987
8,-11.5,395.59712410650843,Same,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,1.0,0.0,0.0,-28402875893.491566
9,-10.5,371.6772979977428,Same,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,1.0,0.0,0.0,-35322702002.25719
10,-9.5,355.117418383982,Same,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,1.0,0.0,0.0,-19882581616.018
11,-8.5,299.9178196714459,Same,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,368.0,1.0,0.0,0.0,-68082180328.5541
12,-7.5,305.4377795426995,Same,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,0.0,1.0,0.0,25437779542.6995
13,-6.5,234.59829452827825,Same,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,1.0,0.0,0.0,-18401705471.721752
14,-5.5,198.71855536512982,Same,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,0.0,-3281444634.8701835
15,-4.5,125.11909041508173,Same,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,1.0,0.0,0.0,-30880909584.91827
16,-3.5,175.71872256823977,Same,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,1.0,0.0,0.0,-41281277431.76023
17,-2.5,65.31952514316767,Same,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,1.0,0.0,0.0,-27680474856.832333
18,-1.5,20.23985286126322,Same,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,0.0,239852861.2632198
19,-0.5,11.959913054382813,Same,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1.0,0.0,0.0,-6040086945.617187
20,0.5,11.959913054382813,Same,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0,0.0,2959913054.382813
21,1.5,11.039919742507212,Same,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0,0.0,2039919742.5072124
22,2.5,9.19993311875601,Same,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,-2800066881.243991
23,3.5,22.999832796890026,Same,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,1.0,0.0,0.0,-24000167203.109974
24,4.5,92.9193244994357,Same,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1.0,0.0,0.0,-77080675500.56429
25,5.5,107.63921748944531,Same,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1.0,0.0,0.0,-56360782510.55468
26,6.5,141.67897002884254,Same,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,1.0,0.0,0.0,-61321029971.157455
27,7.5,206.99849517201022,Same,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,1.0,0.0,0.0,-34001504827.989777
28,8.5,274.1580069389291,Same,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,1.0,0.0,0.0,-17841993061.070923
29,9.5,298.9978263595703,Same,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0.0,-52002173640.4297
30,10.5,308.1977594783263,Same,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,1.0,0.0,0.0,-71802240521.67369
31,11.5,333.9575722108431,Same,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,1.0,0.0,0.0,-71042427789.15688
32,12.5,383.6372110521256,Same,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,0.0,1.0,0.0,25637211052.12562
33,13.5,370.7573046858672,Same,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,1.0,0.0,0.0,-33242695314.132786
34,14.5,375.3572712452452,Same,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,1.0,0.0,0.0,-31642728754.754784
35,15.5,389.1571709233792,Same,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,1.0,0.0,0.0,-4842829076.620773
36,16.5,393.75713748275723,Same,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,1.0,0.0,0.0,-34242862517.242767
