SIGNIFICANCE ANALYSIS FOR ETS_1

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		13		0.0		11		36.50382984884498		-5.593041302528584

SIGNIFICANT POSITIONS - ENRICHMENT
-9.5	0.0	Same	2.876609394443335
-5.5	0.0	Same	2.8203548579723883
-1.5	0.0	Same	2.682139746558576
-8.5	0.0	Diff	1.8063349919701426
-6.5	0.0	Diff	3.62288054842933
-5.5	0.0	Diff	2.428095216855202
-4.5	0.0	Diff	1.9539984869708147
-2.5	0.0	Diff	5.761117179513915
-0.5	0.0	Diff	9.756935123337627
0.5	0.0	Diff	12.795584622419044
3.5	0.0	Diff	36.50382984884498
4.5	0.0	Diff	4.5488080574125
13.5	0.0	Diff	1.625698107946819

SIGNIFICANT POSITIONS - PROTECTION
2.5	0.0	Same	-3.8530826992941085
3.5	0.0	Same	-5.593041302528584
4.5	0.0	Same	-2.567445368253109
10.5	0.0	Same	-2.4382608163367503
14.5	0.0	Same	-2.7372041628769153
-10.5	0.0	Diff	-2.82275497121669
-9.5	0.0	Diff	-1.6699279692373004
-3.5	0.0	Diff	-2.584726232021137
1.5	0.0	Diff	-4.721937307684409
2.5	0.0	Diff	-3.9176354670325897
14.5	0.0	Diff	-2.7726707378075086
