SIGNIFICANCE ANALYSIS FOR SPI

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		4		0.0		10		13.14064210983319		-5.806665652983104

SIGNIFICANT POSITIONS - ENRICHMENT
-12.5	0.0	Diff	2.8768476345776675
0.5	0.0	Diff	3.4602669495778344
1.5	0.0	Diff	5.354458184696618
4.5	0.0	Diff	13.14064210983319

SIGNIFICANT POSITIONS - PROTECTION
-8.5	0.0	Same	-2.821180661384453
-3.5	0.0	Same	-2.300343979274943
-2.5	0.0	Same	-1.9100818092162235
3.5	0.0	Same	-1.7868622890127792
4.5	0.0	Same	-2.614370145449103
5.5	0.0	Same	-4.904345506863461
6.5	0.0	Same	-2.9483058830637128
7.5	0.0	Same	-2.750240647443408
-8.5	0.0	Diff	-2.5072491363832508
2.5	0.0	Diff	-5.806665652983104
