SIGNIFICANCE ANALYSIS FOR NR_16

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		10		0.0		5		5.027766021739115		-4.444843583100542

SIGNIFICANT POSITIONS - ENRICHMENT
-13.5	0.0	Diff	2.5639570107151752
-12.5	0.0	Diff	3.4061763272317953
-8.5	0.0	Diff	3.541049581326095
-7.5	0.0	Diff	4.682936204166736
-5.5	0.0	Diff	3.3000210439096325
-4.5	0.0	Diff	3.4738444849658805
-2.5	0.0	Diff	1.9546247471062017
1.5	0.0	Diff	2.8290113874517986
2.5	0.0	Diff	5.027766021739115
5.5	0.0	Diff	3.79730864790595

SIGNIFICANT POSITIONS - PROTECTION
-9.5	0.0	Same	-2.602971875512306
-8.5	0.0	Same	-2.5927406970053846
-2.5	0.0	Same	-3.536116952912484
-1.5	0.0	Same	-4.444843583100542
0.5	0.0	Same	-2.564019588703528
