SIGNIFICANCE ANALYSIS FOR ETS_1

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		10		0.0		8		39.05144036712257		-4.251393165409949

SIGNIFICANT POSITIONS - ENRICHMENT
-9.5	0.03416666666666667	Same	2.5329972851240674
-1.5	0.03416666666666667	Same	2.7759819016353715
-6.5	0.0246	Diff	3.1263310114952887
-5.5	0.0205	Diff	2.8351833442622434
-2.5	0.0	Diff	5.939753604785123
-0.5	0.0	Diff	9.556580564478413
0.5	0.0	Diff	12.021904799264567
3.5	0.0	Diff	39.05144036712257
4.5	0.0	Diff	4.181816391094407
12.5	0.0246	Diff	2.6902072388174982

SIGNIFICANT POSITIONS - PROTECTION
2.5	0.0	Same	-3.602730292896323
3.5	0.0	Same	-4.195058888165766
4.5	0.041	Same	-2.6736120471825173
10.5	0.036444444444444446	Same	-2.5749344995631316
14.5	0.03075	Same	-2.4839518902649496
-10.5	0.023428571428571427	Diff	-2.7539982317625618
1.5	0.0	Diff	-4.251393165409949
2.5	0.0	Diff	-3.776758816120639
