SIGNIFICANCE ANALYSIS FOR CTCF

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		16		0.0		1		17.381686293043384		-4.994044686226201

SIGNIFICANT POSITIONS - ENRICHMENT
-14.5	0.01025	Same	3.1992230654166463
-5.5	0.0451	Same	2.255191824412529
-2.5	0.0	Same	9.66424270320271
0.5	0.0431578947368421	Same	2.4541744769399343
-4.5	0.01025	Diff	2.9802362468995467
-3.5	0.0	Diff	5.1667340358138105
-2.5	0.0	Diff	5.747148571358531
-1.5	0.0	Diff	4.264164307002911
-0.5	0.0	Diff	8.744540853164
0.5	0.0	Diff	17.381686293043384
1.5	0.0	Diff	12.146402954208742
2.5	0.0	Diff	12.24296306584821
3.5	0.0	Diff	8.578256862539812
5.5	0.0	Diff	3.338241615145591
9.5	0.019294117647058826	Diff	2.683278846116931
13.5	0.027333333333333334	Diff	2.743616217054672

SIGNIFICANT POSITIONS - PROTECTION
8.5	0.0	Same	-4.994044686226201
