SIGNIFICANCE ANALYSIS FOR NFY

Min-Top		Num-Top		Min-Bottom		Num-Bottom		Largest Z		Smallest Z
0.0		2		0.0		10		29.329079756535062		-4.745433449060173

SIGNIFICANT POSITIONS - ENRICHMENT
0.5	0.0	Diff	29.329079756535062
2.5	0.0	Diff	4.241200778641091

SIGNIFICANT POSITIONS - PROTECTION
-6.5	0.029818181818181817	Same	-2.6778955962933098
-5.5	0.04783333333333334	Same	-2.3852782155442984
-1.5	0.0	Same	-4.745433449060173
2.5	0.0	Same	-3.983893533870114
3.5	0.0246	Same	-2.4600740703508124
-3.5	0.0	Diff	-3.116062133879522
4.5	0.0	Diff	-4.065597547310905
6.5	0.0205	Diff	-3.134506265621924
11.5	0.0205	Diff	-3.147282424440599
12.5	0.0246	Diff	-2.9877099804013163
